tileset_id	style_id	draft	style_name
probablefutures.40203-diff-west-v4	cmt04ti30000101shhved57po	true	40203 diff -- v4
probablefutures.40203-east-v1	cl59y9eeo000b14k14hh6ca78	false	Nights above 20°C (68°F) -- global RCM RegCM-REMO ensemble -- v1
probablefutures.40203-east-v1	cl59y9eeo000b14k14hh6ca78	true	Nights above 20°C (68°F) -- global RCM RegCM-REMO ensemble -- v1
probablefutures.40203-east-v2	cle5l2sbs007y01tes0li5a2z	false	Nights above 20°C (68°F) -- v2
probablefutures.40203-east-v2	cle5l2sbs007y01tes0li5a2z	true	Nights above 20°C (68°F) -- v2
probablefutures.40203-east-v3	clhzypp66028901r05kixdepa	false	Nights above 20°C (68°F) -- v3
probablefutures.40203-east-v3	clhzypp66028901r05kixdepa	true	Nights above 20°C (68°F) -- v3
probablefutures.40203-era5-east-v4	cmtcsvatw001q01sahk565ejx	false	40203 era5 -- v4
probablefutures.40203-era5-east-v4	cmtcsvatw001q01sahk565ejx	true	40203 era5 -- v4
probablefutures.40203-era5-west-v4	cmtcsvatw001q01sahk565ejx	false	40203 era5 -- v4
probablefutures.40203-era5-west-v4	cmtcsvatw001q01sahk565ejx	true	40203 era5 -- v4
probablefutures.40203-hires-east-v4	cmsyl76bu009x01sdh15i6a9m	false	40203 hi-res -- v4
probablefutures.40203-hires-east-v4	cmsyl76bu009x01sdh15i6a9m	true	40203 hi-res -- v4
